"Project","MethodIndex","Method","Count","Tests"
"jcodec","39","org.jcodec.codecs.h264.decode.CoeffTransformer._idct4x4(int[],int[])","9","org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB16x16CABAC [],org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage [],org.jcodec.codecs.h264.MacroblockInterDecodingTest.testMBlockCAVLC2 [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockShit [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCABAC4 []"
"jcodec","40","org.jcodec.codecs.h264.H264Utils.unescapeNAL(ByteBuffer)","9","org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCABAC2 [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCAVLC1 [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.ScalingListTest.testScalingList [],org.jcodec.codecs.h264.MacroblockInterDecodingTest.testMBlockCABAC1 []"
"jcodec","41","org.jcodec.codecs.h264.BufferH264ES.nextFrame()","8","org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCAVLCStrict3 [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB16x16CAVLC [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCABAC4 [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCAVLC [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testBiDirectSpatialNoInferenceCAVLC [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCABAC1 [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB8x8CABAC []"
"jcodec","42","org.jcodec.codecs.h264.decode.MBlockDecoderIntraNxN.decode(MBlock,Picture)","8","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB8x8CAVLC [],org.jcodec.codecs.h264.MacroblockINxNDecodingTest.testMBlockCAVLC4 [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testMixedBiRefCAVLC [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","43","org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma03(byte[],int,byte[],int,int,int,int,int,int)","8","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","44","org.jcodec.containers.mp3.MPEGAudioDemuxer.skipJunkBB(int,ByteBuffer)","8","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.movtool.MetadataEditorTest.testKeyedRead [],org.jcodec.movtool.MetadataEditorTest.testItunesRead [],org.jcodec.movtool.MetadataEditorTest.testKeyedWriteFast [],org.jcodec.api.Issue49Test.testFrameGrabCanExtractOrientation []"
"jcodec","45","org.jcodec.codecs.h264.decode.SliceReader.readPredictionInter16x16(MBlock,int,boolean,boolean,int,PartPred)","8","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","46","org.jcodec.codecs.common.biari.MDecoder.renormalize()","8","org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCABAC2 [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCABAC4 [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCAVLC2 [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB8x8CABAC []"
"jcodec","47","org.jcodec.codecs.h264.decode.BlockInterpolator.getBlockLuma(Picture,Picture,int,int,int,int,int)","8","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","48","org.jcodec.codecs.h264.decode.CAVLCReader.readUEtrace(BitReader,String)","8","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","49","org.jcodec.codecs.h264.decode.ChromaPredictionBuilder.predictDC(int[][],int,boolean,boolean,byte[],byte[],byte[])","8","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","50","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.calcBoundaryStrenth(boolean,boolean,boolean,int,int,int,int,int,int,int,int)","8","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB4x8CAVLC [],org.jcodec.codecs.h264.ScalingListTest.testScalingList [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB4x8CABAC [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB4x4CABAC []"
"jcodec","51","org.jcodec.codecs.h264.decode.MBlockDecoderUtils.copyCol(byte[],int,int,int,byte[])","7","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio []"
"jcodec","52","org.jcodec.codecs.h264.io.CABAC.readCoeffs(MDecoder,BlockType,int[],int,int,int[],int[],int[])","7","org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCABACStrict2 [],org.jcodec.codecs.h264.ResidualBlockTest.testLumaDCCabac [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCABACStrict4 []"
"jcodec","53","org.jcodec.codecs.h264.decode.MBlockDecoderInter.predictInter16x16(MBlock,Picture,Picture[][],int,int,boolean,boolean,boolean,boolean,MvList,int,int,PartPred)","7","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testBiDirectSpatialCAVLC [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","54","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","7","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.MacroblockINxNDecodingTest.testMBlockCAVLC1 [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockShit [],org.jcodec.codecs.h264.MacroblockINxNDecodingTest.testMBlockCABAC2 [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testBiDirectSpatialNoInferenceCAVLC [],org.jcodec.codecs.h264.MacroblockINxNDecodingTest.testMBlockCAVLC3 []"
"jcodec","55","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.fillVerticalEdge(Picture,int,int,int[][])","7","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockShit [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testMixedBiRef [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","56","org.jcodec.codecs.h264.decode.Intra4x4PredictionBuilder.predictWithMode(int,int[],boolean,boolean,boolean,byte[],byte[],byte[],int,int,int,byte[])","7","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testLongTermCABAC [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","57","org.jcodec.codecs.h264.decode.CAVLCReader.readNBit(BitReader,int,String)","6","org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCAVLCStrict3 [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCAVLCStrict4 [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCAVLC2 [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","58","org.jcodec.common.io.BitWriter.putInt(int)","6","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","59","org.jcodec.codecs.h264.decode.MBlockDecoderInter.residualInter(MBlock,Frame[][],boolean,boolean,int,int,int)","6","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","60","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","6","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","61","org.jcodec.codecs.h264.decode.PredictionMerger.copyPrediction(byte[],int,int,int,int,byte[])","6","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException []"
"jcodec","62","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.fillHorizontalEdge(Picture,int,int,int[][])","6","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","63","org.jcodec.codecs.h264.encode.MBDeblocker.deblockMBGeneric(EncodedMB,EncodedMB,EncodedMB,int[][],int[][])","6","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.encode.MBDeblockerTest.testMBlockGeneric []"
"jcodec","64","org.jcodec.codecs.h264.encode.MBEncoderI16x16.extractDC(int[][])","6","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","65","org.jcodec.common.IntArrayList.set(int,int)","6","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.codecs.h264.ResidualBlockTest.testLuma2CAVLC [],org.jcodec.codecs.h264.MacroblockINxNDecodingTest.testMBlockCAVLC4 [],org.jcodec.codecs.h264.Intra16x16PredictionBuilderTest.testDC [],org.jcodec.codecs.h264.MacroblockInterDecodingTest.testMBlockCAVLC2 [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCABACStrict3 []"
"jcodec","66","org.jcodec.common.io.VLCBuilder.setInt(int,int,int)","6","org.jcodec.codecs.mpa.Mp3DecoderTest.testOneFile [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCAVLC1 [],org.jcodec.codecs.h264.ChromaPredictionBuilderTest.testVertical [],org.jcodec.codecs.h264.ResidualBlockTest.testLuma2CAVLC [],org.jcodec.codecs.h264.Intra16x16PredictionBuilderTest.testDC [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB8x8CABAC []"
"jcodec","67","org.jcodec.codecs.h264.io.CAVLC.readACBlock(BitReader,int[],int,int,boolean,MBType,boolean,MBType,int,int,int[])","6","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","68","org.jcodec.codecs.h264.H264Utils.escapeNAL(ByteBuffer,ByteBuffer)","6","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","69","org.jcodec.containers.mp4.boxes.NodeBox.findBox(Box,List<String>,Collection<Box>)","6","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.prores.ProresDecoderTest.testQuaverSize2Frames [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.containers.mp4.demuxer.MP4DemuxerTest.testVideoColor [],org.jcodec.movtool.MetadataEditorTest.testKeyedWriteSlow [],org.jcodec.api.Issue49Test.testFrameGrabCanExtractOrientation []"
"jcodec","70","org.jcodec.codecs.h264.encode.MBDeblocker._filterBs(int,int,int,byte[],byte[],int,int,int,int,int,int,boolean)","6","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","71","org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma32(byte[],int,byte[],int,int,int,int,int,int)","6","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","72","org.jcodec.codecs.h264.decode.SliceReader.readResidualAC(boolean,boolean,int,MBType,int,int,int,int,int,int[])","6","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testBiDirectSpatialCAVLC [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MacroblockINxNDecodingTest.testMBlockCAVLC3 []"
"jcodec","73","org.jcodec.common.io.VLCBuilder.getVLC()","6","org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCABAC2 [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCABACStrict2 [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCAVLC4 [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB8x16CAVLC [],org.jcodec.codecs.h264.MacroblockI16x16DecodingTest.testMBlockCABAC3 [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCAVLC2 []"
"jcodec","74","org.jcodec.codecs.h264.encode.MBEncoderHelper.pubBlkOnePlane(byte[],int,byte[],int,int,int,int)","5","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J []"
"jcodec","75","org.jcodec.codecs.h264.encode.MBEncoderHelper.takeSubtract(byte[],int,int,int,int,int[],byte[],int,int)","5","org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","76","org.jcodec.codecs.h264.encode.MBEncoderI16x16.save()","5","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio []"
"jcodec","77","org.jcodec.codecs.h264.decode.SliceReader.readLuma(MBlock,boolean,boolean,int,int)","5","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.MacroblockInterDecodingTest.testMBlockCAVLC1 [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","78","org.jcodec.codecs.h264.decode.MBlockSkipDecoder.predictPSkip(Frame[][],int,int,boolean,boolean,boolean,boolean,MvList,Picture)","5","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","79","org.jcodec.codecs.h264.decode.SliceReader.readMBlock(MBlock,SliceType)","5","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB8x16CABAC []"
"jcodec","80","org.jcodec.codecs.h264.decode.BlockInterpolator.initSafe()","5","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCAVLCStrict4 [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCAVLCStrict2 []"
"jcodec","81","org.jcodec.codecs.h264.H264Encoder.encodeSlice(SeqParameterSet,PictureParameterSet,Picture,ByteBuffer,boolean,int,SliceType,int)","5","org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage [],org.jcodec.api.SequenceEncoderTest.testRuns []"
"jcodec","82","org.jcodec.codecs.h264.decode.BlockInterpolator.getChromaXX(byte[],int,int,byte[],int,int,int,int,int,int,int,int)","5","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","83","org.jcodec.codecs.h264.decode.SliceReader.readMVD(int,boolean,boolean,MBType,MBType,PartPred,PartPred,PartPred,int,int,int,int,int,int)","5","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","84","org.jcodec.codecs.h264.decode.SliceReader._readChromaAC(boolean,boolean,int,int[],int,MBType,boolean,int[][])","5","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","85","org.jcodec.codecs.h264.encode.MBDeblocker.filterBsChr(int,int,int,byte[],byte[],int,int,int,int)","5","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow []"
"jcodec","86","org.jcodec.codecs.h264.decode.Intra16x16PredictionBuilder.predictDC(int[][],boolean,boolean,byte[],byte[],int,byte[])","5","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","87","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC8x8(int[],int,int[])","5","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.MBlock8x8Test.testMBlockCABACStrict4 []"
"jcodec","88","org.jcodec.codecs.h264.decode.MBlockDecoderBase.chromaAC(boolean,boolean,int,int,int[],int,int,MBType,boolean,int[][])","5","org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockCABAC2 [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.FrameGrabTest.testFrameGrab [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","89","org.jcodec.codecs.h264.decode.MBlockDecoderUtils.mergeResidual(Picture,int[][][],int[][],int[][])","5","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","90","org.jcodec.codecs.h264.io.CAVLC.writeBlockGen(BitWriter,int[],VLC[],int,int,int[],VLC)","5","org.jcodec.codecs.h264.H264EncoderTest.testRandomImage [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","91","org.jcodec.codecs.h264.decode.MBlockDecoderInter8x8.decode(MBlock,Frame[][],Picture,SliceType,boolean)","5","org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB16x16CABAC [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.MacroblockInterDecodingTest.testMBlockCAVLC1 [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","92","org.jcodec.codecs.h264.io.CAVLC.writeLevels(BitWriter,int[],int,int)","5","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage [],org.jcodec.api.SequenceEncoderTest.testRuns []"
"jcodec","93","org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma02Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)","5","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","94","org.jcodec.codecs.h264.encode.MBEncoderHelper.putBlkPic(Picture,Picture,int,int)","5","org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","95","org.jcodec.codecs.h264.decode.SliceReader.readIntra16x16(int,MBlock)","5","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.H264EncoderTest.encodeDecode [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockShit []"
"jcodec","96","org.jcodec.codecs.h264.decode.SliceDecoder.putMacroblock(Picture,Picture,int,int)","5","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockIntraMixedDecodingTest.testMBlockShit [],org.jcodec.codecs.h264.ScalingListTest.testScalingList []"
"jcodec","97","org.jcodec.codecs.h264.io.CAVLC.codeTableLuma(boolean,MBType,int,boolean,MBType,int)","5","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.codecs.h264.MacroblockBiDecodingTest.testB4x4CAVLC []"
"jcodec","98","org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma20UnsafeNoRound(byte[],int,int,int[],int,int,int,int,int,int)","5","org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","99","org.jcodec.codecs.h264.decode.SliceDecoder.decodeMBlockIInt(MBlock,Picture)","5","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.FrameGrabTest.testFrameGrab []"
"jcodec","100","org.jcodec.codecs.h264.decode.SliceReader.readChromaResidual(MBlock,boolean,boolean,int)","5","org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
"jcodec","101","org.jcodec.codecs.h264.encode.MBDeblocker.filterBs4Chr(int,int,byte[],byte[],int,int,int,int)","4","org.jcodec.codecs.h264.H264EncoderTest.canEncodeYuv420J [],org.jcodec.api.SequenceEncoderTest.testBufferOverflow [],org.jcodec.codecs.h264.H264EncoderTest.testBufferOverflowImage []"
"jcodec","102","org.jcodec.codecs.h264.decode.MBlockDecoderBase.residualLuma4x4(MBlock)","4","org.jcodec.api.Issue180Test.testFrameGrabDoesNotThrowException [],org.jcodec.api.TranscoderTest.canFilterVideoAndCopyAudio [],org.jcodec.codecs.h264.conformance.ConformanceTest.testNoContainer [],org.jcodec.api.Issue136Test.testFrameGrabDoesNotThrowException []"
